comment,clean_comment,actual,predicted,dept_category,comment_length,positive_word_count,negative_word_count,primary_aspect,is_error,error_type
"ungodly easy... she taught from the book, didnt check homework, and the tests were 20 questions, multiple choice... classes before tests were called ""study classes"" and we wouldnt have class at all... i give her a 10",ungodly easy she taught from the book didnt check homework and the tests were questions multiple choice classes before tests were called study classes and we wouldnt have class at all i give her a,neutral,positive,Mathematics,35,0,0,lectures,True,neutral → positive
Simply put: The finest history professor I have ever had.,simply put the finest history professor i have ever had,positive,negative,History,10,0,0,professor,True,positive → negative
"This was by far the hardest class I took for my first semester of college! Mr. Martin is a great guy as a person, but he expects way too much! His exams are all essays and he expects you to know every little detail! If you\'re ok with getting a C or lower take his class, if not, RUN!",this was by far the hardest class i took for my first semester of college mr martin is a great guy as a person but he expects way too much his exams are all essays and he expects you to know every little detail if you re ok with getting a c or lower take his class if not run,negative,neutral,History,60,1,0,professor,True,negative → neutral
"if you think that he is egotistical or hard you should drop out now. b/c you have no hope of coming up with an original concept on your own. and saying that he doesnt let you have your own opinions is catagorically incorrect, that is exactly what he tries",if you think that he is egotistical or hard you should drop out now b c you have no hope of coming up with an original concept on your own and saying that he doesnt let you have your own opinions is catagorically incorrect that is exactly what he tries,positive,neutral,English,50,0,1,professor,True,positive → neutral
this class requires lots of study and memorization. you will have to be able to label maps and talk about things in lengthy detail. 2 papers were required in this course and also 2 quizes and 2 test. you will have 7 reading respoces that will have about 5 questions to them. they are woth 25 points each. Dr. Spock is a great teacher!!,this class requires lots of study and memorization you will have to be able to label maps and talk about things in lengthy detail papers were required in this course and also quizes and test you will have reading respoces that will have about questions to them they are woth points each dr spock is a great teacher,neutral,positive,History,58,1,0,professor,True,neutral → positive
If you want to get an A in this class you have to really analyze the films. Take a lot of notes and participate. I got an A- by working my ASS off. Two in class essays and one final paper. The films are pretty good too.,if you want to get an a in this class you have to really analyze the films take a lot of notes and participate i got an a by working my ass off two in class essays and one final paper the films are pretty good too,positive,neutral,English,47,1,0,exams,True,positive → neutral
"Honestly, this lady would be better off teaching middle school English. Work is very childish and not challenging at all. She is a very nice lady, but very disorganized. Assigns a lot of work, but very unclear when it is due. Easy A, but would have actually like to have learned something... anything actually.",honestly this lady would be better off teaching middle school english work is very childish and not challenging at all she is a very nice lady but very disorganized assigns a lot of work but very unclear when it is due easy a but would have actually like to have learned something anything actually,negative,positive,English,54,0,0,professor,True,negative → positive
Mixed feelings on this professor. The work load was extremely difficult. I hated the group component of the course - it would have been very useful if our grade didn\'t depend on it. He\'s fair in his grading (aside from the group grade) and the subject matter is interesting. The lectures were a bit dry and he expects a great deal workwise.,mixed feelings on this professor the work load was extremely difficult i hated the group component of the course it would have been very useful if our grade didn t depend on it he s fair in his grading aside from the group grade and the subject matter is interesting the lectures were a bit dry and he expects a great deal workwise,positive,neutral,Psychology,63,1,1,grading,True,positive → neutral
"Very interesting, ""Can you hear me in the back? OK! And thank you again for turning off your cell phones! Today we will be talking about..."" He goes pretty quickly but is easy to follow. Course is TOUGH for first year and it\'s to bad he isn\'t teaching it anymore.",very interesting can you hear me in the back ok and thank you again for turning off your cell phones today we will be talking about he goes pretty quickly but is easy to follow course is tough for first year and it s to bad he isn t teaching it anymore,positive,negative,History,52,0,1,professor,True,positive → negative
"He is a terrible professor. Some girls think he is hot, while some guys think he is cool. However, he is a rigid marker, a boring lecturer, and a cranky person. It\'s as if he gets off on trying to strike fear into some of his students.",he is a terrible professor some girls think he is hot while some guys think he is cool however he is a rigid marker a boring lecturer and a cranky person it s as if he gets off on trying to strike fear into some of his students,neutral,negative,English,48,0,2,professor,True,neutral → negative
"He\'s not that bad. He just goes a but fast. I have to agree when he says ""Any questions?"" its kinda pointless top say that cause I\'m totally not following whats going on. Nevertheless he\'s not too bad. He could be worse.",he s not that bad he just goes a but fast i have to agree when he says any questions its kinda pointless top say that cause i m totally not following whats going on nevertheless he s not too bad he could be worse,neutral,negative,Mathematics,45,0,1,professor,True,neutral → negative
fair on grading but tests and exams are not from the lectures........heavy on the textbook...... good lectures tho....,fair on grading but tests and exams are not from the lectures heavy on the textbook good lectures tho,negative,neutral,Psychology,19,1,0,lectures,True,negative → neutral
"Dr. Hadley can be an aquired taste. A lot of what he says, he doesn\'t mean, all you have to do to get decent grades in his class is do do your homework and participate. And he\'s right though, as a generation we know a lot about technology but not a lot about world affairs.",dr hadley can be an aquired taste a lot of what he says he doesn t mean all you have to do to get decent grades in his class is do do your homework and participate and he s right though as a generation we know a lot about technology but not a lot about world affairs,positive,negative,English,57,0,0,grading,True,positive → negative
"Easy class, easy A...but I actually learned a lot. It introduces you to writing resumes and internal memos and such, I\'m even keeping the book because I find it so helpful, it will come in handy. Not a lot of assn\'s..most easy. Good prof, nice guy, but he can go on and on talking about every detail of everything. Overall, good!",easy class easy a but i actually learned a lot it introduces you to writing resumes and internal memos and such i m even keeping the book because i find it so helpful it will come in handy not a lot of assn s most easy good prof nice guy but he can go on and on talking about every detail of everything overall good,neutral,positive,English,65,2,0,professor,True,neutral → positive
just go head and take her class..dont ask too much questions in her class,just go head and take her class dont ask too much questions in her class,positive,neutral,English,15,0,0,lectures,True,positive → neutral
"If you have an amazing, photographic memory, you will do well in this course. You better be able to type 100 wpm, otherwise, you miss the slides on the overhead and you need every word for tests and exams! She is very unreasonable and finicky the way she marks tests so MEMORIZE!! If you take this course, be prepared to STUDY!",if you have an amazing photographic memory you will do well in this course you better be able to type wpm otherwise you miss the slides on the overhead and you need every word for tests and exams she is very unreasonable and finicky the way she marks tests so memorize if you take this course be prepared to study,negative,positive,Psychology,60,1,0,grading,True,negative → positive
"Prof. Strong really cares about you. Yes, his tests are difficult but coming from a former professor from UT Health, what do you expect? He trains you for nursing school because keep in mind, nursing school is not easy. I recommend taking him if you can accept the challenge because in the long run, you will learn an awful amount.",prof strong really cares about you yes his tests are difficult but coming from a former professor from ut health what do you expect he trains you for nursing school because keep in mind nursing school is not easy i recommend taking him if you can accept the challenge because in the long run you will learn an awful amount,positive,negative,Biology,60,0,2,professor,True,positive → negative
"He\'s pretty tough, but it\'s not all his fault. STUDY, PEOPLE!",he s pretty tough but it s not all his fault study people,positive,negative,Biology,13,0,0,professor,True,positive → negative
"Very intelligent professor. Hard to understand her, shes really good about putting up test grades now. all notes are posted online. dont really need to go to class. no attendance. good for GPA if your psyc savvy.",very intelligent professor hard to understand her shes really good about putting up test grades now all notes are posted online dont really need to go to class no attendance good for gpa if your psyc savvy,negative,neutral,Psychology,37,1,1,attendance,True,negative → neutral
Although the tests are tough she is usually pretty generous with grading in the end if you participate and show up to class. She is quite hilarious and tries to make the subject as painless as possible.,although the tests are tough she is usually pretty generous with grading in the end if you participate and show up to class she is quite hilarious and tries to make the subject as painless as possible,positive,neutral,History,37,0,0,lectures,True,positive → neutral
"Last class she said ""sure"" 79 times. Emphasizes words to the point where you can\'t even stand to listen to her talk. Emphasizes S\'s --soo annoying.",last class she said sure times emphasizes words to the point where you can t even stand to listen to her talk emphasizes s s soo annoying,positive,negative,English,27,0,0,professor,True,positive → negative
"This teacher is very friendly, but the tests are extremely hard and she gives quizzes every single day in the last 10 minutes of class which I found very frustrating, especially at the end of the day after a 2 hour lecture.",this teacher is very friendly but the tests are extremely hard and she gives quizzes every single day in the last minutes of class which i found very frustrating especially at the end of the day after a hour lecture,neutral,negative,Mathematics,40,0,1,lectures,True,neutral → negative
dr toth is a nice lady but man her class was boring. she gives the notes right on the chalkboard and she talks the whole class. she was helpful when you had questions and she was a good prof just a little boring.,dr toth is a nice lady but man her class was boring she gives the notes right on the chalkboard and she talks the whole class she was helpful when you had questions and she was a good prof just a little boring,neutral,positive,Psychology,43,2,1,professor,True,neutral → positive
"This class was SO AWESOME! If you\'re trying to decide between professors, I would definitely choose her. She made us work hard, but she believed in our ability so I never felt like it was impossible. Her lectures were inspiring and I always learned something. What\'s really cool about her class is the applications it has to other areas of life.",this class was so awesome if you re trying to decide between professors i would definitely choose her she made us work hard but she believed in our ability so i never felt like it was impossible her lectures were inspiring and i always learned something what s really cool about her class is the applications it has to other areas of life,positive,negative,English,63,1,1,professor,True,positive → negative
"She gives a lot of work and made me hate writing method sections. I changed my major after having her, but I can\'t blame her entirely. She is really sweet, but she gives a whole lot more work that I expected for a 200 level class. She is kind of condescending when she says things too. It gets a little annoying.",she gives a lot of work and made me hate writing method sections i changed my major after having her but i can t blame her entirely she is really sweet but she gives a whole lot more work that i expected for a level class she is kind of condescending when she says things too it gets a little annoying,negative,neutral,Psychology,61,0,0,professor,True,negative → neutral
You have to study hard in order to pass her class. Attendance and class participation are mandatory. Homeworks every day.,you have to study hard in order to pass her class attendance and class participation are mandatory homeworks every day,positive,negative,English,20,0,1,attendance,True,positive → negative
"Paul needs to teach the science before he can philosophize about the principles of science. Frankly, you are wasting money by taking this class.",paul needs to teach the science before he can philosophize about the principles of science frankly you are wasting money by taking this class,negative,positive,Biology,24,0,0,professor,True,negative → positive
If she likes you and your topic you will get a good grade on your presentation. If she isn\'t interested in your topic she will pick apart your presentation. You can put all your time into your speech and if she doesn\'t like you won\'t do well. Very biased teacher and isn\'t objective in grading.,if she likes you and your topic you will get a good grade on your presentation if she isn t interested in your topic she will pick apart your presentation you can put all your time into your speech and if she doesn t like you won t do well very biased teacher and isn t objective in grading,negative,positive,English,59,1,0,grading,True,negative → positive
"If you can\'t learn stats from this man, you should remove yourself from the gene pool. He\'s the nicest, most patient professor I\'ve ever had. Explains everything and answers even the stupidest questions in a clear and humble manner.",if you can t learn stats from this man you should remove yourself from the gene pool he s the nicest most patient professor i ve ever had explains everything and answers even the stupidest questions in a clear and humble manner,positive,negative,Psychology,42,1,0,professor,True,positive → negative
"It was very difficult to keep up but as long as you take good notes, you will be prepared for the exams.",it was very difficult to keep up but as long as you take good notes you will be prepared for the exams,neutral,positive,Mathematics,22,1,1,exams,True,neutral → positive
"Very enthusiastic about the class, gets into detail with major places or characters in history.",very enthusiastic about the class gets into detail with major places or characters in history,positive,neutral,History,15,0,0,lectures,True,positive → neutral
Really nice guy. Class can be a little boring at times but it is mostly because of the material that we have to cover. He does a pretty good job of using different teaching methods.,really nice guy class can be a little boring at times but it is mostly because of the material that we have to cover he does a pretty good job of using different teaching methods,positive,neutral,Biology,35,1,1,professor,True,positive → neutral
"Amazingly insightful professor -- know I\'m in the minority here, but I loved her lectures. Take notes, know your material, ask her any questions you may have and you\'ll be set.",amazingly insightful professor know i m in the minority here but i loved her lectures take notes know your material ask her any questions you may have and you ll be set,positive,neutral,Psychology,32,0,0,professor,True,positive → neutral
"Lorelle Semley is incredible and extremely knowledgeable. Very engaging. The class was very enjoyable and a hell of a learning experience. Very harsh grader, though. Take her classes when she returns from sabbatical in the fall of 07",lorelle semley is incredible and extremely knowledgeable very engaging the class was very enjoyable and a hell of a learning experience very harsh grader though take her classes when she returns from sabbatical in the fall of,positive,negative,History,37,0,0,professor,True,positive → negative
Hardest english course I\'ve ever taken. The reading load is HEAVY you need Time Management skill or this class will be easy flunk. Lazy writers beware: You will be punished. Worked to the BONE for weeks to obtain a B. You\'ll learn a lot but if you already have a heavy course load i\'d save this class for a term with easier classes. THIS IS HARD AF,hardest english course i ve ever taken the reading load is heavy you need time management skill or this class will be easy flunk lazy writers beware you will be punished worked to the bone for weeks to obtain a b you ll learn a lot but if you already have a heavy course load i d save this class for a term with easier classes this is hard af,neutral,negative,English,70,0,1,workload,True,neutral → negative
"I took Mrs. Griffin during my first semester of college. I didn\'t know what I was getting myself into. It was challenging, she was very intimidating, but she did help with giving good feedback on my papers. We had to do like a mid-term timed writing and a 7 page paper, as final, and a presentation of you presenting your thesis that you wrote about",i took mrs griffin during my first semester of college i didn t know what i was getting myself into it was challenging she was very intimidating but she did help with giving good feedback on my papers we had to do like a mid term timed writing and a page paper as final and a presentation of you presenting your thesis that you wrote about,positive,negative,English,66,1,0,professor,True,positive → negative
Failed to give constructive feedback on assignments that could be useful for improvement.,failed to give constructive feedback on assignments that could be useful for improvement,negative,positive,English,13,0,0,workload,True,negative → positive
"He does expect you to work. If social psych is your thing he is your proff. Not for the feint of heart, know that if your a loafer you will be spoted. Take other psych classes if you want to coast. But if your intending to go into this feild he goes the extra mile for you.",he does expect you to work if social psych is your thing he is your proff not for the feint of heart know that if your a loafer you will be spoted take other psych classes if you want to coast but if your intending to go into this feild he goes the extra mile for you,positive,negative,Psychology,57,0,0,professor,True,positive → negative
Rob is a good teacher. I loved this class because there were very few student and we just talked about multicultural lit and pedagogical standpoints. I enjoyed most of the books and the blogs were a good medium for homework. I would take another of Rob\'s class.,rob is a good teacher i loved this class because there were very few student and we just talked about multicultural lit and pedagogical standpoints i enjoyed most of the books and the blogs were a good medium for homework i would take another of rob s class,positive,neutral,English,48,1,0,professor,True,positive → neutral
"Abramov was great! He was easy to understand, his lectures were easy to keep up with, and he\'s hilarious. Read the chapter before class and you\'ll do great. Only 3 tests, no midterm, and they are multiple choice, 50 questions. Taking the final on Monday, fairly confident. READ the chapters (textbooks in the reserves), and participate, you\'ll pass!",abramov was great he was easy to understand his lectures were easy to keep up with and he s hilarious read the chapter before class and you ll do great only tests no midterm and they are multiple choice questions taking the final on monday fairly confident read the chapters textbooks in the reserves and participate you ll pass,neutral,positive,Psychology,59,1,0,professor,True,neutral → positive
"As a person she is wonderful and kind. I shouldn\'t have taken the 7 week class since it went too fast. I was there everyday and did my best, but transfered out of her class and into a full semester of Elm Alg. I now have an A. I didn\'t like the fact if you didn\'t finish checking your work because you see it in your head, she\'ll mark you wrong.",as a person she is wonderful and kind i shouldn t have taken the week class since it went too fast i was there everyday and did my best but transfered out of her class and into a full semester of elm alg i now have an a i didn t like the fact if you didn t finish checking your work because you see it in your head she ll mark you wrong,neutral,negative,Mathematics,74,2,0,grading,True,neutral → negative
"if its not Greek its not that important. hey can you guys see this slide? oh forget it it doesn\'t matter (asian arch.) spends 10-15 fixing lighting in order to show greek arch. quote: ""these people blah blah.. This is grotesque"" very closed minded inconsiderate.but he may be a good design professor.",if its not greek its not that important hey can you guys see this slide oh forget it it doesn t matter asian arch spends fixing lighting in order to show greek arch quote these people blah blah this is grotesque very closed minded inconsiderate but he may be a good design professor,negative,neutral,History,53,1,0,professor,True,negative → neutral
"Really confusing and slow. Often goes on random or semi-random tangents. The class progresses really slowly as he randomly comments on students who say something, walk in late, or are just sitting minding their own business. I\'d like to emphasize the slowness. It\'s November, and our 1st test was this past Monday. No assignments though.",really confusing and slow often goes on random or semi random tangents the class progresses really slowly as he randomly comments on students who say something walk in late or are just sitting minding their own business i d like to emphasize the slowness it s november and our st test was this past monday no assignments though,neutral,negative,Psychology,58,0,1,professor,True,neutral → negative
"She is extremely nice but she expects you to know your stuff! Her tests are very hard and if you don\'t know how to write an essay before you take her class, you will fail! She will help you in any way she can but be prepared to WRITE and read boring stories like Oedipus Rex & Othello. Hard but good",she is extremely nice but she expects you to know your stuff her tests are very hard and if you don t know how to write an essay before you take her class you will fail she will help you in any way she can but be prepared to write and read boring stories like oedipus rex othello hard but good,positive,neutral,English,61,1,2,lectures,True,positive → neutral
"very hard and she knows it. She explains the first class in order to pass her test you must study note, power pt, and read text book. The test questions arent study terms and definitions they are how to connect terms. If you take this corse good luck I got a C",very hard and she knows it she explains the first class in order to pass her test you must study note power pt and read text book the test questions arent study terms and definitions they are how to connect terms if you take this corse good luck i got a c,negative,neutral,Psychology,52,1,1,professor,True,negative → neutral
"One of the easiest teachers on campus. Very lenient & laid back. Very helpful when you go meet him in his office. Has 3 exams & a final but the final is optional so if you do well in the 1st exams & the homeworks you are good. If you did 2 exams bad, he replaces your final grade with 1 so that you can get a better grade. I recommend you take him.",one of the easiest teachers on campus very lenient laid back very helpful when you go meet him in his office has exams a final but the final is optional so if you do well in the st exams the homeworks you are good if you did exams bad he replaces your final grade with so that you can get a better grade i recommend you take him,positive,neutral,Mathematics,68,2,1,grading,True,positive → neutral
"She is a great person, funny and personable. But, she can\'t teach. You\'ll be happy if it\'s just a ge class, but if you\'re a psych major you\'ll be disappointed about how much you don\'t learn. It\'s an easy A though.",she is a great person funny and personable but she can t teach you ll be happy if it s just a ge class but if you re a psych major you ll be disappointed about how much you don t learn it s an easy a though,negative,positive,Psychology,48,1,0,professor,True,negative → positive
Medieval history was BORING...but very easy. I skipped all the time and got an A. He\'s a fun guy though. If you want to interact with him more take his 505 class. His accent rocks and he loves to talk about English modern culture.,medieval history was boring but very easy i skipped all the time and got an a he s a fun guy though if you want to interact with him more take his class his accent rocks and he loves to talk about english modern culture,positive,neutral,History,45,0,1,attendance,True,positive → neutral
"Very intersting class, though lots of reading. The lectures were all discussion and we were allowed to resubmit each paper once. It was important to do all the reading and attend most classes, but all in all very reasonable.",very intersting class though lots of reading the lectures were all discussion and we were allowed to resubmit each paper once it was important to do all the reading and attend most classes but all in all very reasonable,positive,neutral,English,39,0,0,attendance,True,positive → neutral
"She is the nicest person that anyone would ever meet in this world! The work is easy, all you have to do is read poems and write responses for them! You get a couple of major papers but all that matters is the grammar and not so much the content. But if you are completely off subject in everything you write, your grade might suffer.",she is the nicest person that anyone would ever meet in this world the work is easy all you have to do is read poems and write responses for them you get a couple of major papers but all that matters is the grammar and not so much the content but if you are completely off subject in everything you write your grade might suffer,positive,neutral,English,65,0,0,grading,True,positive → neutral
"Jacques Lacan. I know his name now. We studied this man the entire semester and I wrote 2 papers that I had absolutely no clue what they meant when I was finished. Very confusing. She tried, but it wasn\'t that helpful. She is an easy grader though. Just go to class and keep your notes.",jacques lacan i know his name now we studied this man the entire semester and i wrote papers that i had absolutely no clue what they meant when i was finished very confusing she tried but it wasn t that helpful she is an easy grader though just go to class and keep your notes,negative,positive,English,55,1,1,professor,True,negative → positive
"Content is well-explained;it\'s the grading system that will leave you confused-your 2 tests during the semester mean nothing but you should still aim to do well, HW is about effort (not score - finish it all), attendance is extremely important, and the final will make or break you. I learned a ton and MCAT prep is easier having taken this course.",content is well explained it s the grading system that will leave you confused your tests during the semester mean nothing but you should still aim to do well hw is about effort not score finish it all attendance is extremely important and the final will make or break you i learned a ton and mcat prep is easier having taken this course,neutral,positive,Biology,63,0,0,grading,True,neutral → positive
I love mrs Fitzpatrick psych 25. She\'s very caring a bit of a calling in sick but if you voice your concerns to her she will help you pick up grade. She\'s funny. her tests do match her 3 exams. a lot of reading. she lets you use a cheat sheet on test easy A. very accessible on line and in office. she\'s overall very relaxed happy all the time.,i love mrs fitzpatrick psych she s very caring a bit of a calling in sick but if you voice your concerns to her she will help you pick up grade she s funny her tests do match her exams a lot of reading she lets you use a cheat sheet on test easy a very accessible on line and in office she s overall very relaxed happy all the time,neutral,positive,Psychology,71,1,0,grading,True,neutral → positive
Professor Lecker is someone who clearly knows what he is talking about from a professor\'s point of view. If you are not an English major you will find yourself being utterly confused and frustrated in this class. He isn\'t very approachable nor does he try to aid the student\'s understanding. When it comes to exams he is very vague.,professor lecker is someone who clearly knows what he is talking about from a professor s point of view if you are not an english major you will find yourself being utterly confused and frustrated in this class he isn t very approachable nor does he try to aid the student s understanding when it comes to exams he is very vague,neutral,negative,English,62,0,0,professor,True,neutral → negative
"He can teach the material. Alright teacher over all. Attendance is optional, h/w is not graded nor collected, and grade comes from best grade of 3 out of 4 tests for 50%, and final for 50%.",he can teach the material alright teacher over all attendance is optional h w is not graded nor collected and grade comes from best grade of out of tests for and final for,neutral,positive,Mathematics,33,1,0,attendance,True,neutral → positive
"Hadley could be harsh, but you just have to take it in stride. He\'s an old man who knows by now that not everyone is going to like him, so he doesn\'t try to be the favorite professor. You don\'t have to be a drama major to make him like you; you just have t",hadley could be harsh but you just have to take it in stride he s an old man who knows by now that not everyone is going to like him so he doesn t try to be the favorite professor you don t have to be a drama major to make him like you you just have t,neutral,negative,English,58,0,0,professor,True,neutral → negative
"If you suck up, you\'ll do fine. Get on her good side. Listen to what she has to say and repeat it. Restate her thoughts in question form and you will get an A. Ask her about her childhood, marriage, and kids. Her birthday is Nov. 29. Remember that & throw her a party. This is how you will succeed in Gilpy\'s class.",if you suck up you ll do fine get on her good side listen to what she has to say and repeat it restate her thoughts in question form and you will get an a ask her about her childhood marriage and kids her birthday is nov remember that throw her a party this is how you will succeed in gilpy s class,negative,positive,English,63,1,0,professor,True,negative → positive
"Everyone has that one college professor. Dr. Ruckh is that professor. He makes you think critically, and while you will be over your head at times, you\'ll learn how to swim and it will be so rewarding. You can take an easy A Honors class, but if you want a challenge, are truly an academic deserving to be in the honors program, take Ruckh.",everyone has that one college professor dr ruckh is that professor he makes you think critically and while you will be over your head at times you ll learn how to swim and it will be so rewarding you can take an easy a honors class but if you want a challenge are truly an academic deserving to be in the honors program take ruckh,positive,neutral,History,65,0,0,professor,True,positive → neutral
"She was very strict when it came to class attendance. She made us write a lot of papers. The course material was not interesting. We read long uninteresting articles rather than novels. The articles were in depth and complex. She\'ll make you work hard, but isn\'t that hard a grader.",she was very strict when it came to class attendance she made us write a lot of papers the course material was not interesting we read long uninteresting articles rather than novels the articles were in depth and complex she ll make you work hard but isn t that hard a grader,negative,neutral,English,52,0,1,attendance,True,negative → neutral
she is nice teacher. I like her treat people very equal.,she is nice teacher i like her treat people very equal,neutral,negative,English,11,0,0,professor,True,neutral → negative
"She is not helpful, and she did not lift my hold so I could register for my classes.",she is not helpful and she did not lift my hold so i could register for my classes,negative,positive,History,18,1,0,professor,True,negative → positive
"Professor Scherb wants you to pass but tests are extremely difficult. I studied my ass off and barely passed each time with a curve. This guys is brilliant, a wealth of knowledge, I just wish somehow the tests were easier. I studied each chapter and review sheets I made three times each, took off from work to study and still had difficulty.",professor scherb wants you to pass but tests are extremely difficult i studied my ass off and barely passed each time with a curve this guys is brilliant a wealth of knowledge i just wish somehow the tests were easier i studied each chapter and review sheets i made three times each took off from work to study and still had difficulty,neutral,positive,Biology,62,1,1,professor,True,neutral → positive
A lot of information but not too bad. He\'s a really nice teacher and willing to help out his students no matter what.,a lot of information but not too bad he s a really nice teacher and willing to help out his students no matter what,positive,neutral,Biology,24,0,1,professor,True,positive → neutral
"The class is really boring, she talks to fast and never explains what she wants from you. A lot of reading and writing in this class. Be prepared for her to tear your paper apart, she over analyzes everything. She is definitely not a fair grader.",the class is really boring she talks to fast and never explains what she wants from you a lot of reading and writing in this class be prepared for her to tear your paper apart she over analyzes everything she is definitely not a fair grader,negative,positive,English,46,0,1,professor,True,negative → positive
It was a lesson in staying awake. Very Very boring. I completely lost my interest and desire to learn about this subject matter. She is as monotone as it could possibly get.,it was a lesson in staying awake very very boring i completely lost my interest and desire to learn about this subject matter she is as monotone as it could possibly get,negative,neutral,Biology,32,0,1,professor,True,negative → neutral
"She is very nice as a person, and grades papers fairly, but I didn\'t particularly like her choice of books for us to read. Also just as a note, most of her classes seem discussion-centered, and if she suspects that the class isn\'t reading, she\'ll start giving pop quizzes.",she is very nice as a person and grades papers fairly but i didn t particularly like her choice of books for us to read also just as a note most of her classes seem discussion centered and if she suspects that the class isn t reading she ll start giving pop quizzes,negative,neutral,English,53,0,0,lectures,True,negative → neutral
"SHE IS TOUGH, HARD GRADER, AND WILL CLOSE THE DOOR ON YOU IF YOU HAPPEN TO BE LATE. AT TIMES HER CLASS IS BORING, AND SHE REPEATS HERSELF TOO MUCH. SHE HARDLY RECOMMENDS STUDENTS TO TAKE THE ACT TEST AFTER HER CLASS, AND NOT BECAUSE THEY DON\'T DESERVE IT. IT WAS HARD TO PASS THIS CLASS, NO MATTER HOW HARD YOU WORKED.",she is tough hard grader and will close the door on you if you happen to be late at times her class is boring and she repeats herself too much she hardly recommends students to take the act test after her class and not because they don t deserve it it was hard to pass this class no matter how hard you worked,positive,neutral,English,63,0,2,professor,True,positive → neutral
I took his online class during the summer. He was very lenient If i could not get past a section by his due date he would give me some extra time also he would give me options to get help. Section 14 i think was the hardest but just Pass that and it gets easier! Make sure you do the notebook HE DOES collect those.,i took his online class during the summer he was very lenient if i could not get past a section by his due date he would give me some extra time also he would give me options to get help section i think was the hardest but just pass that and it gets easier make sure you do the notebook he does collect those,positive,neutral,Mathematics,64,0,0,professor,True,positive → neutral
"Honestly, such a great professer! His lectures were always funny and most of the time he would point out interesting ways to look at the novels or content we were reading. Always willing to help and always dropped hints for essays and exams for those who went to lecture. Easy exams if you went to class and listened",honestly such a great professer his lectures were always funny and most of the time he would point out interesting ways to look at the novels or content we were reading always willing to help and always dropped hints for essays and exams for those who went to lecture easy exams if you went to class and listened,positive,neutral,English,58,1,0,professor,True,positive → neutral
"SHE WAS UNORGANIZED WHEN IT CAME TO KEEPING UP WITH MY GRADES. SHE HAD ERRORS IN HER GRADE BOOK, LUCKILY I KEPTTRACK OF EVERYTHING. SHE WAS CARELESS WHEN IT CAME TO MAKING THE CORRECTIONS, BUT SHE FINALLY DID. SHE CRITICIZED MY PAPER TOPICS AFTER I TURNED THEM IN EVEN THOUGH I CONSULTED WITH HER PRIOR TI THE DUE DATE.",she was unorganized when it came to keeping up with my grades she had errors in her grade book luckily i kepttrack of everything she was careless when it came to making the corrections but she finally did she criticized my paper topics after i turned them in even though i consulted with her prior ti the due date,positive,neutral,English,59,0,0,grading,True,positive → neutral
"She was nice, but way to bouncy for me. Everything had to be done her way exactly. She should realize there are different styles.",she was nice but way to bouncy for me everything had to be done her way exactly she should realize there are different styles,neutral,negative,English,24,0,0,professor,True,neutral → negative
"Nice lady but kind of stand offish. I found that she doesnt seem to like to answer questions, she says to read the packet. Quizzes are pretty easy. Def. read the lab packet before class because she goes through the explanations pretty fast.",nice lady but kind of stand offish i found that she doesnt seem to like to answer questions she says to read the packet quizzes are pretty easy def read the lab packet before class because she goes through the explanations pretty fast,negative,neutral,Biology,43,0,0,lectures,True,negative → neutral
"She isn\'t to hard, have two read two short books for the class and although she tells you to red out of the main textbook I only did three times. Paper at the end of class based on document with presentation but it\'s not to bad. She\'s so nice but boring and is obsessed with slavery, take her if you have a moderate interest in History",she isn t to hard have two read two short books for the class and although she tells you to red out of the main textbook i only did three times paper at the end of class based on document with presentation but it s not to bad she s so nice but boring and is obsessed with slavery take her if you have a moderate interest in history,positive,neutral,History,69,0,3,professor,True,positive → neutral
"If you like to read and memorize the textbook, you can take him for you psychology class. He\'s not an easy A teacher for me. He only give the extra credit for doing a volunteer job. nothing else for extra credit. I didn\'t have any attraction for psychology, his lecture isn\'t fun or interesting. He use slide and TV (not a fun show)for teaching.",if you like to read and memorize the textbook you can take him for you psychology class he s not an easy a teacher for me he only give the extra credit for doing a volunteer job nothing else for extra credit i didn t have any attraction for psychology his lecture isn t fun or interesting he use slide and tv not a fun show for teaching,neutral,negative,Psychology,68,0,0,grading,True,neutral → negative
"HARD MARKER! That said, she\'s pretty knowledgeable. Hard to know what she wants at times. Don\'t take for a first year class.",hard marker that said she s pretty knowledgeable hard to know what she wants at times don t take for a first year class,positive,negative,English,24,0,1,professor,True,positive → negative
"Shes a very nice lady who likes to crack some semi-funny jokes. She is not a tough grader and is always willing to help, especially if you go to office hours. Class just consists of peer reviews which is fairly simple.",shes a very nice lady who likes to crack some semi funny jokes she is not a tough grader and is always willing to help especially if you go to office hours class just consists of peer reviews which is fairly simple,positive,neutral,English,42,0,0,professor,True,positive → neutral
"Trouble is, if you have different opinions on the topics you talk about then she won\'t like you. As long as you stick to what she lays out you should be good. She wants very badly to have students she molds, if she can\'t mold you she\'ll throw you away.",trouble is if you have different opinions on the topics you talk about then she won t like you as long as you stick to what she lays out you should be good she wants very badly to have students she molds if she can t mold you she ll throw you away,positive,negative,English,53,1,0,professor,True,positive → negative
