professor_name,school_name,department_name,state_name,star_rating,diff_index,would_take_agains,post_date,student_star,student_difficult,grades,tag_professor,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline,comments,sentiment,dept_category,word_count,grade_numeric,clean_comments,entities,person_mentions,has_person_mention,aspects,aspect_opinion_pairs,primary_aspect,num_aspects,comment_length,avg_word_length,exclamation_count,question_count,uppercase_ratio,positive_word_count,negative_word_count,sentiment_word_ratio,kmeans_cluster,dbscan_cluster,agg_cluster,cluster_name
Mitchell  Snay,Denison University,History department, OH,4.7,4.0,0,09/28/2003,5.0,3.0,,Gives good feedback (2)  Tough Grader (1)  Respected (1)  Get ready to read (1),1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"One of the best profs. Really expects a lot out of the students and is stingy on grading, but you will come out of the class feeling as if you really learned something.",positive,History,33,3.7,one of the best profs really expects a lot out of the students and is stingy on grading but you will come out of the class feeling as if you really learned something,"[('One', 'CARDINAL')]",[],0,"['grading', 'professor', 'lectures']","[('professor', 'best')]",grading,3,33,4.03030303030303,0,0,0.011904761904761904,1,0,0.029411764705882353,1,0,1,General Professor Praise
Ann  Lewald,Tennessee Tech University,English department, TN,3.7,1.4,0,01/27/2005,4.5,2.0,,Participation matters (1),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"shes boring and comments on the same thing over and over, like you didn\'t hear it the first 15 times...",positive,English,20,3.7,shes boring and comments on the same thing over and over like you didn t hear it the first times,"[('first', 'ORDINAL'), ('15', 'CARDINAL')]",[],0,['professor'],[],professor,1,20,3.85,0,0,0.0,0,1,-0.047619047619047616,3,0,1,Math & STEM Courses
William  Farmen,Anderson University,Psychology department, IN,4.1,3.3,0,03/12/2009,4.5,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"An invested and intelligent professor. His classroom is casual and Socratic, his manner is relaxed and discussive. He is a little disorganized but makes up for it with his passion for seeing his students grasp the material. A1.",positive,Psychology,38,3.7,an invested and intelligent professor his classroom is casual and socratic his manner is relaxed and discussive he is a little disorganized but makes up for it with his passion for seeing his students grasp the material a,"[('Socratic', 'ORG')]",[],0,"['professor', 'lectures']",[],professor,2,38,4.842105263157895,0,0,0.022026431718061675,0,0,0.0,1,0,1,General Professor Praise
Geri  Olson,Sonoma State University,Psychology department, CA,3.3,2.3,0,09/19/2009,1.0,4.0,,GROUP PROJECTS (2)  Caring (2)  LOTS OF HOMEWORK (1)  Participation matters (1)  LECTURE HEAVY (1)  SO MANY PAPERS (1)  Inspirational (1)  Skip class? You won\'t pass. (1)  ACCESSIBLE OUTSIDE CLASS (1),0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,"I would not recommend her. She rambles incoherently, is unprofessional, disorganized, and condescending on top of all that. She is not motivating or inspiring..she is depressing. Definitely not worth the time or money.",negative,Psychology,33,3.7,i would not recommend her she rambles incoherently is unprofessional disorganized and condescending on top of all that she is not motivating or inspiring she is depressing definitely not worth the time or money,[],[],0,['professor'],[],professor,1,34,5.205882352941177,0,0,0.01834862385321101,0,0,0.0,3,0,1,Math & STEM Courses
Manuel  Daniels,Tallahassee Community College,Biology department, FL,2.9,3.5,0,12/01/2009,1.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bottom line: dont take him! he\'s an idiot and you will know less walking out than you did walking in. Grade is all test, no EC or HW. Doesn\'t give a crap about his students. You will be teaching yourself 100%.",negative,Biology,41,3.7,bottom line dont take him he s an idiot and you will know less walking out than you did walking in grade is all test no ec or hw doesn t give a crap about his students you will be teaching yourself,"[('Grade', 'PERSON'), ('EC', 'ORG'), ('100%', 'PERCENT')]",['Grade'],1,"['lectures', 'grading', 'professor', 'exams']",[],lectures,4,42,3.7142857142857144,1,0,0.037914691943127965,0,0,0.0,3,0,1,Math & STEM Courses
Norman  Kinney,Southeast Missouri State University,Psychology department, MO,3.0,3.0,0,12/28/2009,5.0,3.0,,Tough Grader (2)  Get ready to read (2)  LOTS OF HOMEWORK (1)  Participation matters (1)  LECTURE HEAVY (1)  Clear grading criteria (1)  TEST HEAVY (1),0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,I absolutely loved this course. The textbook was great to read (most days a page turner) and Dr. Kinney taught directly from it. The tests were of no big surprise and I learned a lot. It was great having the opportunity to scratch out five questions we did not want graded on all of our tests...boosts the grade. I would absolutely recommend taking i,positive,Psychology,64,3.7,i absolutely loved this course the textbook was great to read most days a page turner and dr kinney taught directly from it the tests were of no big surprise and i learned a lot it was great having the opportunity to scratch out five questions we did not want graded on all of our tests boosts the grade i would absolutely recommend taking i,"[('most days', 'DATE'), ('Kinney', 'PERSON'), ('five', 'CARDINAL')]",['Kinney'],1,"['grading', 'professor', 'exams']",[],grading,3,65,4.2615384615384615,0,0,0.022857142857142857,1,0,0.015151515151515152,0,0,1,Exam & Test Difficulty
Edith  Hays,Texas Woman\'s University,Mathematics department, TX,3.3,2.4,0,12/02/2013,5.0,1.0,A,Skip class? You won\'t pass. (10)  Participation matters (9)  Tough Grader (6)  TEST HEAVY (3)  EXTRA CREDIT (2)  Clear grading criteria (2)  Get ready to read (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1),1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,"She was a delight! I loved this class so much and she offered so much help. Assignments are easy. Ff you do them right, you will get full credit. She is a tough grader when it comes to tests though, just be sure to study!",positive,Mathematics,45,4.0,she was a delight i loved this class so much and she offered so much help assignments are easy ff you do them right you will get full credit she is a tough grader when it comes to tests though just be sure to study,[],[],0,"['lectures', 'grading', 'workload', 'exams', 'professor']","[('grading', 'full')]",lectures,5,45,3.7777777777777777,2,0,0.02262443438914027,0,0,0.0,0,0,4,Exam & Test Difficulty
P  Nicoletto,Lamar University,Biology department, TX,4.1,4.4,1,07/11/2017,5.0,3.0,A-,Respected (4)  LECTURE HEAVY (3)  Inspirational (3)  Get ready to read (2)  Skip class? You won\'t pass. (2)  Gives good feedback (1),1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,"Great professor! His notes are very clear and organized. If you study and understand the notes, you will be perfectly fine! He gives lots of examples and is super interesting. He makes biology fun and helped me want to learn. He wont give your grade away.\'you have to earn it, but he is fair! Take him! He\'s always available for help and he cares!",positive,Biology,64,3.7,great professor his notes are very clear and organized if you study and understand the notes you will be perfectly fine he gives lots of examples and is super interesting he makes biology fun and helped me want to learn he wont give your grade away you have to earn it but he is fair take him he s always available for help and he cares,[],[],0,"['grading', 'professor']","[('professor', 'great')]",grading,2,66,4.106060606060606,5,0,0.022922636103151862,2,0,0.029850746268656716,1,0,4,General Professor Praise
Shelly  Hancock,Bluegrass Community & Technical College,English department, KY,4.5,2.3,0,06/18/2016,1.0,3.0,,Gives good feedback (2)  Hilarious (1)  Tough Grader (1)  LOTS OF HOMEWORK (1)  Participation matters (1),1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Failed to give constructive feedback on assignments that could be useful for improvement.,negative,English,13,3.7,failed to give constructive feedback on assignments that could be useful for improvement,[],[],0,['workload'],[],workload,1,13,5.846153846153846,0,0,0.011235955056179775,0,0,0.0,3,0,1,Math & STEM Courses
Michelle  Townsel,Miami Dade College (all),Mathematics department, FL,4.6,1.7,0,03/16/2011,5.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"She is not a push over. U have to do her HW (She dont play that) but if u do its a recipe for success. Just attend class, do HW, ask ?\'s, and do her reviews and you WILL do very well in her class. U will be spoiled by her ability easily relay the information because once you leave her class u will c other prof. don\'t or won\'t. AWESOME! REALLY CARES",positive,Mathematics,73,3.7,she is not a push over u have to do her hw she dont play that but if u do its a recipe for success just attend class do hw ask s and do her reviews and you will do very well in her class u will be spoiled by her ability easily relay the information because once you leave her class u will c other prof don t or won t awesome really cares,"[('\\', 'PERSON'), ('U', 'ORG'), ('AWESOME', 'ORG')]",['\\'],1,"['attendance', 'professor', 'lectures']",[],attendance,3,75,3.506666666666667,1,1,0.08781869688385269,1,0,0.013157894736842105,3,0,1,Math & STEM Courses
Sheng  Zhang,Wayne State University,Mathematics department, MI,3.0,2.4,0,12/18/2014,3.5,2.0,,Clear grading criteria (4)  Tough Grader (4)  Respected (3)  Caring (2)  Skip class? You won\'t pass. (2)  Inspirational (1)  LOTS OF HOMEWORK (1)  Gives good feedback (1)  BEWARE OF POP QUIZZES (1),1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,"The only reason I took this professor is because he grades on a straight scale, 90% is a 4.0, 80% is a 3.0, etc. His lectures are a bit confusing as he unnecessarily explains things and ends up making it make less sense. I just used the book to teach myself most of the material and since he\'s an easy grader, got an A in the class.",neutral,Mathematics,67,3.7,the only reason i took this professor is because he grades on a straight scale is a is a etc his lectures are a bit confusing as he unnecessarily explains things and ends up making it make less sense i just used the book to teach myself most of the material and since he s an easy grader got an a in the class,"[('90%', 'PERCENT'), ('4.0', 'CARDINAL'), ('80%', 'PERCENT'), ('3.0', 'CARDINAL')]",[],0,"['grading', 'professor', 'lectures']",[],grading,3,64,3.84375,0,0,0.015015015015015015,0,1,-0.015384615384615385,3,0,1,Math & STEM Courses
Robert  Ebert,Palomar College,Biology department, CA,4.1,2.8,0,07/20/2004,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This man went out of his way to help his class learn. He really made biology understandable and he even made it relative to every day life. He drew everything out on the board and I thought that his lectures and labs were very colorful. Wonderful teacher!,positive,Biology,47,3.7,this man went out of his way to help his class learn he really made biology understandable and he even made it relative to every day life he drew everything out on the board and i thought that his lectures and labs were very colorful wonderful teacher,[],[],0,"['professor', 'lectures']","[('professor', 'colorful'), ('professor', 'wonderful')]",professor,2,47,4.361702127659575,1,0,0.0196078431372549,1,0,0.020833333333333332,4,0,1,Workload & Assignments
Vida  Praitis,Grinnell College,Biology department, IA,4.1,3.0,0,08/09/2004,3.5,2.0,,Caring (2)  LOTS OF HOMEWORK (1)  Clear grading criteria (1)  Tough Grader (1)  SO MANY PAPERS (1)  Gives good feedback (1)  Amazing lectures (1),1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,I dunno what this first guy is saying. She was the first proff to actually make me love bio. If you are interested in genetics then don\'t hesitate. If you get her style then it\'s a piece of cake. Participate even if you don\'t know.,neutral,Biology,45,3.7,i dunno what this first guy is saying she was the first proff to actually make me love bio if you are interested in genetics then don t hesitate if you get her style then it s a piece of cake participate even if you don t know,"[('first', 'ORDINAL'), ('first', 'ORDINAL'), ('it\\', 'ORG')]",[],0,['professor'],[],professor,1,48,3.7291666666666665,0,0,0.021367521367521368,1,0,0.02040816326530612,3,0,1,Math & STEM Courses
Stuart  Vyse,Connecticut College,Psychology department, CT,4.1,2.7,0,01/19/2005,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I loved this course! He makes the material so interesting and is really nice.,positive,Psychology,14,3.7,i loved this course he makes the material so interesting and is really nice,[],[],0,"['professor', 'lectures']","[('lectures', 'interesting')]",professor,2,14,4.428571428571429,1,0,0.025974025974025976,0,0,0.0,2,0,1,Teaching Style & Clarity
P  Nicoletto,Lamar University,Biology department, TX,4.1,4.4,0,03/16/2010,4.0,5.0,,Respected (4)  LECTURE HEAVY (3)  Inspirational (3)  Get ready to read (2)  Skip class? You won\'t pass. (2)  Gives good feedback (1),1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Dr. Nicoletto is very nice. His tests are totally from the notes. If you study your ass off from those you will pass. Lewis as a lab teacher sucks though. Go for Posey!,positive,Biology,33,3.7,dr nicoletto is very nice his tests are totally from the notes if you study your ass off from those you will pass lewis as a lab teacher sucks though go for posey,"[('Nicoletto', 'PERSON'), ('Posey', 'PERSON')]","['Nicoletto', 'Posey']",1,"['professor', 'exams']",[],professor,2,33,3.9393939393939394,1,0,0.041666666666666664,0,0,0.0,0,0,4,Exam & Test Difficulty
Deirdre  O\' Shea,University of Central Florida,History department, FL,4.2,2.1,0,10/09/2017,2.0,5.0,,Tough Grader (8)  Get ready to read (7)  EXTRA CREDIT (6)  LECTURE HEAVY (6)  SO MANY PAPERS (6)  Gives good feedback (4)  Hilarious (3)  Clear grading criteria (3)  LOTS OF HOMEWORK (3)  Amazing lectures (2)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1)  Inspirational (1)  GROUP PROJECTS (1),1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,This professor is probably the worst history professor I have ever had. Her lectures are all over the place and carry little to no structure. I\'m a straight a student and I\'m taking this class just for the credit. So many people would send one friend to sign the attendance for them. Make this review the reason you don\'t sign up for her class.,negative,History,64,3.7,this professor is probably the worst history professor i have ever had her lectures are all over the place and carry little to no structure i m a straight a student and i m taking this class just for the credit so many people would send one friend to sign the attendance for them make this review the reason you don t sign up for her class,"[('one', 'CARDINAL')]",[],0,"['grading', 'professor', 'attendance', 'lectures']","[('professor', 'worst')]",grading,4,67,4.074626865671642,0,0,0.020172910662824207,0,1,-0.014705882352941176,1,0,1,General Professor Praise
John  Burk,University of Pittsburgh,Mathematics department, PA,4.9,1.9,0,12/10/2010,5.0,2.0,,Gives good feedback (3)  Respected (3)  Clear grading criteria (2)  ACCESSIBLE OUTSIDE CLASS (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Caring (1)  Amazing lectures (1),1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"I had him for business calc and he made everything easy to understand. If you go to class and pay attention there is no way you can fail. He is very nice, cares about his students, and approachable.",positive,Mathematics,38,3.7,i had him for business calc and he made everything easy to understand if you go to class and pay attention there is no way you can fail he is very nice cares about his students and approachable,[],[],0,"['professor', 'lectures']",[],professor,2,38,4.105263157894737,0,0,0.015151515151515152,0,0,0.0,1,0,2,General Professor Praise
Shel  Schwartz,Orange County Community College (SUNY),Psychology department, NY,4.2,1.9,0,01/20/2011,5.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shel is a fantastic teacher. He wants everyone to understand the material and he keeps it interesting. All of the tests come straight from his notes and one paper...nothing to sweat. Just attend class, take notes, and study...it\'s that easy..got an A!!",positive,Psychology,42,3.7,shel is a fantastic teacher he wants everyone to understand the material and he keeps it interesting all of the tests come straight from his notes and one paper nothing to sweat just attend class take notes and study it s that easy got an a,"[('Shel', 'PERSON'), ('one', 'CARDINAL'), ('it\\', 'ORG')]",['Shel'],1,"['attendance', 'lectures', 'workload', 'exams', 'professor']","[('professor', 'fantastic')]",attendance,5,46,4.239130434782608,2,0,0.019762845849802372,1,0,0.02127659574468085,0,0,4,Exam & Test Difficulty
Daniel  Reardon,Missouri University of Science and Technology,English department, MO,4.2,2.0,0,08/03/2005,3.0,5.0,,Get ready to read (1)  Participation matters (1),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Not recommended if you don\'t want to work very ver hard. Though he\'s a good teacher, he asks far too much for a lower level class. It\'s not supposed to be as difficult as it was. There are no reviews for tests and the tests are very very hard. He does curve them, but you shouldn\'t have to in a class like this. He is fun and does enjoy what he does.",neutral,English,72,3.7,not recommended if you don t want to work very ver hard though he s a good teacher he asks far too much for a lower level class it s not supposed to be as difficult as it was there are no reviews for tests and the tests are very very hard he does curve them but you shouldn t have to in a class like this he is fun and does enjoy what he does,"[('It\\', 'NORP')]",[],0,"['professor', 'exams', 'workload', 'lectures']","[('professor', 'good')]",professor,4,76,3.513157894736842,0,0,0.01694915254237288,1,2,-0.012987012987012988,0,0,1,Exam & Test Difficulty
Ionna  Ghenciu,University of North Texas,Mathematics department, TX,3.6,2.2,0,10/17/2005,2.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Has a wicked accent and wierd hand witing but he knows the stuff he\'s teaching,negative,Mathematics,15,3.7,has a wicked accent and wierd hand witing but he knows the stuff he s teaching,[],[],0,"['professor', 'lectures']",[],professor,2,16,3.9375,0,0,0.012658227848101266,0,0,0.0,3,0,1,Math & STEM Courses
Stuart  Vyse,Connecticut College,Psychology department, CT,4.1,2.7,0,05/20/2014,5.0,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prof. Vyse has done a great job sparking my interest in Psychology. He does a great job keeping the class engaged with his helpful powerpoint slides, succinct explanations of main ideas, and integration of out-of-textbook materials. He will make you work hard, but you will learn a lot. In addition, he is very kind and has a good sense of humor.",positive,Psychology,61,3.7,prof vyse has done a great job sparking my interest in psychology he does a great job keeping the class engaged with his helpful powerpoint slides succinct explanations of main ideas and integration of out of textbook materials he will make you work hard but you will learn a lot in addition he is very kind and has a good sense of humor,"[('Vyse', 'PERSON')]",['Vyse'],1,"['professor', 'workload', 'lectures']",[],professor,3,63,4.365079365079365,0,0,0.017341040462427744,3,1,0.03125,3,0,1,Math & STEM Courses
Anthony  Safaeian,Shoreline Community College,Biology department, WA,3.7,2.7,0,09/19/2003,1.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Avoid this teacher if possible. Does not test fairly at all. Makes mistakes frequently and is not equipped to teach at this level.,negative,Biology,23,3.7,avoid this teacher if possible does not test fairly at all makes mistakes frequently and is not equipped to teach at this level,[],[],0,"['professor', 'exams']",[],professor,2,23,4.565217391304348,0,0,0.023076923076923078,0,0,0.0,4,0,1,Workload & Assignments
Draga  Vidakovic,Georgia State University,Mathematics department, GA,2.3,3.5,0,04/29/2015,1.0,4.0,,Inspirational (1)  GROUP PROJECTS (1)  Participation matters (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Skip class? You won\'t pass. (1),1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,She is terrible. Just the worst teacher ever. I have had a few mediocre teachers in my life but I have never actually had a BAD teacher and she was just awful. She does not know the material she was teaching and one of the students basically taught our class because Dr. V got so much wrong. DO NOT TAKE HER CLASS!!!,negative,Mathematics,62,3.7,she is terrible just the worst teacher ever i have had a few mediocre teachers in my life but i have never actually had a bad teacher and she was just awful she does not know the material she was teaching and one of the students basically taught our class because dr v got so much wrong do not take her class,"[('BAD', 'ORG')]",[],0,"['professor', 'lectures']","[('professor', 'worst'), ('professor', 'few'), ('professor', 'mediocre'), ('professor', 'bad')]",professor,2,62,3.9838709677419355,3,0,0.08544303797468354,0,4,-0.06349206349206349,4,0,1,Workload & Assignments
Jennifer  Jossendal,Kishwaukee College,History department, IL,3.1,2.9,0,02/27/2017,1.0,5.0,,Get ready to read (12)  LOTS OF HOMEWORK (6)  Skip class? You won\'t pass. (4)  Tough Grader (2)  LECTURE HEAVY (2)  EXTRA CREDIT (1)  Participation matters (1)  Respected (1)  BEWARE OF POP QUIZZES (1),0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,"Im not sure if she knows this, but not everyone who takes their class is majoring in history. She requires a ridiculous amount of work for an introductory class. I dropped her class within a week after i realized her attitude and extensive reading and other assignments. AND a school counselor advised me not to take her, so dont even",negative,History,60,3.7,im not sure if she knows this but not everyone who takes their class is majoring in history she requires a ridiculous amount of work for an introductory class i dropped her class within a week after i realized her attitude and extensive reading and other assignments and a school counselor advised me not to take her so dont even,"[('a week', 'DATE')]",[],0,"['professor', 'workload', 'lectures']","[('lectures', 'introductory'), ('workload', 'extensive'), ('workload', 'other')]",professor,3,60,4.5,0,0,0.017964071856287425,0,0,0.0,3,0,1,Math & STEM Courses
Sebastian  Bartos,Brooklyn College,History department, NY,4.1,2.6,0,05/12/2005,2.0,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hes a nice guy but boring as all Hell! He put me to sleep each day & the semester dragged.He lectures (which is BORING) & doesnt have a good method of teaching.I wouldn\'t recommend him to anyone unless you can read & comprehend the info on your own & pass.,negative,History,50,3.7,hes a nice guy but boring as all hell he put me to sleep each day the semester dragged he lectures which is boring doesnt have a good method of teaching i wouldn t recommend him to anyone unless you can read comprehend the info on your own pass,"[('BORING) & does', 'ORG')]",[],0,"['professor', 'lectures']",[],professor,2,49,4.0,1,0,0.042801556420233464,1,1,0.0,2,0,1,Teaching Style & Clarity
Ellen  Knapp,Philadelphia University,Mathematics department, PA,3.0,3.0,0,11/10/2009,3.0,2.0,,Caring (1)  Tough Grader (1)  Participation matters (1),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,She is an extremly nice lady. Her teacher is clear sometimes and not others. She doesnt teach everything in the homework so get it done before to ask questions. She lets you use a cheat sheet for her tests. Overall if you just do the homework and spend a little time you can easily get a B. Not to bad of a class. Gives extra credit to help you,neutral,Mathematics,69,3.7,she is an extremly nice lady her teacher is clear sometimes and not others she doesnt teach everything in the homework so get it done before to ask questions she lets you use a cheat sheet for her tests overall if you just do the homework and spend a little time you can easily get a b not to bad of a class gives extra credit to help you,[],[],0,"['lectures', 'grading', 'workload', 'exams', 'professor']","[('grading', 'extra')]",lectures,5,69,3.9130434782608696,0,0,0.023255813953488372,1,1,0.0,0,0,3,Exam & Test Difficulty
Dan  Levine,Bowdoin College,History department, ME,3.5,3.4,0,02/05/2004,1.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Professor Levine is one of the worst teachers I have ever had. He is a mean grader, a boring lecturer, and an ultra-lib. He gives very few comments on papers and is very hard to find outside of class.I wish I had never taken a class with him.",negative,History,48,3.7,professor levine is one of the worst teachers i have ever had he is a mean grader a boring lecturer and an ultra lib he gives very few comments on papers and is very hard to find outside of class i wish i had never taken a class with him,"[('Levine', 'PERSON')]",['Levine'],1,"['professor', 'workload', 'lectures']","[('professor', 'worst')]",professor,3,50,3.76,0,0,0.028925619834710745,0,3,-0.058823529411764705,3,0,1,Math & STEM Courses
Eugenia  Malitsky,University of Wisconsin - Madison,Mathematics department, WI,3.0,3.5,0,11/19/2014,1.0,5.0,,LECTURE HEAVY (8)  Skip class? You won\'t pass. (5)  Clear grading criteria (4)  Tough Grader (3)  ACCESSIBLE OUTSIDE CLASS (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  GRADED BY FEW THINGS (2)  Hilarious (1)  Caring (1),0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,"I did not like this class! WAY too hard for a basic math class. Lectures were SO boring and confusing, she just did problems the whole time which didn\'t help me. Definitely the worst class and probably worst professor I\'ve had at UW so far. Seems like a nice lady, but tests were SO HARD, and were nothing like her practice tests.",negative,Mathematics,62,3.7,i did not like this class way too hard for a basic math class lectures were so boring and confusing she just did problems the whole time which didn t help me definitely the worst class and probably worst professor i ve had at uw so far seems like a nice lady but tests were so hard and were nothing like her practice tests,"[(""didn\\'t"", 'ORG')]",[],0,"['professor', 'exams', 'lectures']","[('lectures', 'basic'), ('lectures', 'worst'), ('professor', 'worst')]",professor,3,64,4.046875,1,0,0.05421686746987952,0,4,-0.06153846153846154,3,0,1,Math & STEM Courses
Carol  Topping,Volunteer State Community College,Psychology department, TN,5.0,1.6,1,11/11/2016,5.0,3.0,A+,Hilarious (29)  Respected (21)  Caring (16)  Gives good feedback (13)  Inspirational (8)  Clear grading criteria (6)  Amazing lectures (6)  EXTRA CREDIT (5)  Participation matters (2)  ACCESSIBLE OUTSIDE CLASS (1)  Skip class? You won\'t pass. (1)  BEWARE OF POP QUIZZES (1),1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,"Top was absolutely amazing, I would take all of her classes if I had the time and money. She makes college fun and I love her to death.",positive,Psychology,28,4.3,top was absolutely amazing i would take all of her classes if i had the time and money she makes college fun and i love her to death,[],[],0,"['professor', 'lectures']",[],professor,2,28,3.75,0,0,0.037037037037037035,2,0,0.06896551724137931,1,0,1,General Professor Praise
E  Lester,Volunteer State Community College,Mathematics department, TN,3.0,3.2,0,04/20/2008,3.0,4.0,,LOTS OF HOMEWORK (3)  ACCESSIBLE OUTSIDE CLASS (1)  Get ready to read (1)  Caring (1)  Participation matters (1),0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"I love Ms. Lester and all things she thought me. However, I believe she could be a lil more explanatory and lil bit easier test....but over she was a good teacher",neutral,Mathematics,31,3.7,i love ms lester and all things she thought me however i believe she could be a lil more explanatory and lil bit easier test but over she was a good teacher,"[('Lester', 'PERSON')]",['Lester'],1,"['professor', 'exams']","[('exams', 'easier'), ('professor', 'good')]",professor,2,32,3.90625,0,0,0.030864197530864196,2,0,0.06060606060606061,4,0,1,Workload & Assignments
Gary  Bruce,University of Waterloo,History department, ON,4.8,3.0,0,06/20/2009,5.0,2.0,,Inspirational (5)  Respected (4)  Amazing lectures (2)  Clear grading criteria (1)  Get ready to read (1)  Hilarious (1)  Gives good feedback (1)  Caring (1),1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Fabulous professor! He will do anything to ensure you understand whats going on. He has an amazing sense of humor, yet is passionate about what he does. I suggest taking as many courses with him as you can.",positive,History,38,3.7,fabulous professor he will do anything to ensure you understand whats going on he has an amazing sense of humor yet is passionate about what he does i suggest taking as many courses with him as you can,[],[],0,['professor'],"[('professor', 'fabulous')]",professor,1,38,4.315789473684211,1,0,0.019417475728155338,1,0,0.02564102564102564,1,0,1,General Professor Praise
Bob  Gillies,Quinsigamond Community College,Mathematics department, MA,3.2,3.1,0,05/20/2012,1.5,4.0,,Clear grading criteria (1)  Gives good feedback (1),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kind of BLAH!! He teaches science, and really thought more about his science classes then our math class. Felt stupid in this class! Felt stupid because of the teacher!!",negative,Mathematics,29,3.7,kind of blah he teaches science and really thought more about his science classes then our math class felt stupid in this class felt stupid because of the teacher,"[('Felt', 'PERSON')]",['Felt'],1,"['professor', 'lectures']",[],professor,2,29,4.620689655172414,5,0,0.047337278106508875,0,0,0.0,3,0,1,Math & STEM Courses
Andy  Jones,University of California Davis,English department, CA,4.4,3.1,0,06/12/2006,5.0,3.0,,Skip class? You won\'t pass. (3)  Respected (2)  BEWARE OF POP QUIZZES (1)  Gives good feedback (1)  Tough Grader (1)  Inspirational (1)  ACCESSIBLE OUTSIDE CLASS (1),1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,"I learned a lot from Dr. Andy about how to think and how to write. He\'s a funny guy who makes a reaaally long class (three hours in the summer) fly by. He makes you get to know your classmates, which is also cool. The group assignment was tough, mostly because of scheduling challenges, but I learned the most from that paper. And from office hours.",positive,English,66,3.7,i learned a lot from dr andy about how to think and how to write he s a funny guy who makes a reaaally long class three hours in the summer fly by he makes you get to know your classmates which is also cool the group assignment was tough mostly because of scheduling challenges but i learned the most from that paper and from office hours,"[('Andy', 'PERSON'), ('He\\', 'ORG'), ('three hours', 'TIME'), ('the summer', 'DATE')]",['Andy'],1,"['professor', 'workload', 'lectures']","[('lectures', 'long')]",professor,3,67,4.059701492537314,0,0,0.022857142857142857,0,0,0.0,3,0,1,Math & STEM Courses
